44,188
127,222
248,247
220,64
284,146
44,64
300,206
57,188
282,224
116,56
42,331
66,143
270,143
279,3
170,103
160,157
220,188
309,212
284,279
340,252
89,220
173,220
260,286
203,279
83,80
280,228
223,171
272,56
144,133
76,251
191,222
146,252
15,9
292,188
198,209
93,308
34,77
134,116
126,256
293,116
102,279
42,133
212,188
274,282
25,103
220,219
87,279
169,309
160,220
165,282
279,282
260,282
228,282
280,220
300,286
286,74
344,260
89,279
2,288
220,3
311,279
203,134
21,279
42,223
74,188
159,282
45,279
42,272
43,220
49,309
143,97
122,152
273,268
20,252
181,126
90,3
197,42
343,282
186,42
3,121
295,188
232,220
127,188
42,243
78,279
86,282
303,260
87,223
63,188
165,143
223,233
64,188
110,282
170,274
78,294
109,282
171,220
166,143
222,282
282,121
164,143
132,164
260,341
300,49
268,312
248,151
71,303
70,331
162,56
251,38
83,97
100,220
27,258
237,309
290,288
170,279
2,56
53,220
223,136
143,252
164,279
289,311
266,178
292,194
76,56
15,49
220,142
106,232
260,252
275,42
228,220
10,142
100,82
76,116
142,157
19,118
35,279
100,190
251,3
343,182
147,183
302,188
130,220
203,113
311,97
133,33
215,223
25,157
244,252
133,288
292,282
272,288
239,228
51,331
251,98
93,292
203,203
334,103
26,252
339,302
316,294
223,188
183,152
153,220
21,143
228,222
227,179
260,199
239,188
90,311
283,292
134,56
203,118
210,282
44,331
203,282
220,157
282,252
59,157
2,272
254,282
130,188
165,97
274,56
302,84
330,15
49,220
177,282
264,220
218,133
236,54
177,59
330,174
238,116
208,212
87,252
156,157
343,220
238,282
114,97
78,143
87,282
107,143
245,38
198,268
13,282
229,213
177,223
260,222
2,42
28,38
307,268
153,279
257,116
126,178
223,121
77,92
29,252
182,188
223,282
322,279
134,213
126,282
191,220
279,252
55,223
223,222
152,136
220,152
171,188
327,42
289,97
49,59
160,272
28,147
35,126
19,222
225,282
53,251
42,251
125,182
260,279
204,59
331,341
55,288
237,33
250,143
62,282
97,282
103,252
308,92
139,103
294,282
324,164
233,282
220,319
22,126
317,302
35,164
42,252
1,260
274,56
173,223
19,282
322,252
154,220
55,52
126,143
49,64
35,97
87,97
262,220
269,201
36,220
297,103
242,274
54,252
303,314
103,312
195,143
220,86
143,205
330,9
38,188
218,282
91,282
294,279
186,251
192,74
275,197
206,279
300,279
88,282
118,116
212,234
329,232
202,252
262,282
343,292
337,188
49,223
241,252
191,153
193,143
282,125
275,248
166,279
336,205
90,125
106,309
338,97
16,294
150,143
112,103
338,134
334,335
160,141
223,205
170,233
125,188
271,288
106,251
19,49
228,243
290,57
51,341
153,220
71,260
323,279
34,56
220,125
305,220
80,143
342,103
252,234
129,56
151,42
289,220
143,318
72,56
168,220
156,294
34,283
49,243
259,176
146,103
338,116
338,131
223,142
331,188
79,157
10,282
133,309
49,291
324,143
290,52
292,252
294,153
127,3
42,302
325,343
215,220
343,188
232,282
197,282
301,188
218,42
290,302
312,157
116,56
227,309
279,220
12,57
235,302
327,220
127,97
220,121
7,274
35,252
322,270
274,100
70,341
251,97
248,282
189,188
300,317
180,205
9,157
343,224
40,143
176,220
163,272
176,281
126,261
80,35
255,103
47,205
313,74
261,200
329,331
266,143
145,256
181,282
300,222
150,75
333,143
279,312
129,272
55,281
55,220
238,143
107,279
131,116
25,268
337,343
93,92
9,251
294,143
183,8
85,143
266,282
97,109
297,252
158,260
102,49
240,282
249,14
72,97
230,103
117,83
336,311
241,274
76,282
229,182
79,282
287,309
85,279
248,222
213,121
279,234
324,14
38,74
216,274
69,33
219,38
261,143
274,252
5,312
116,97
341,188
228,49
93,274
154,153
34,6
153,143
59,318
226,270
309,188
24,238
163,220
163,288
211,188
264,282
167,302
135,252
134,109
208,234
262,268
32,252
12,302
268,0
210,223
125,212
183,38
300,282
223,159
324,294
256,282
228,260
336,318
299,252
24,116
257,282
40,105
284,103
142,188
128,268
251,143
222,188
30,152
226,252
237,288
260,220
304,312
69,288
336,159
300,251
343,308
81,80
304,253
261,282
331,243
289,180
10,223
96,220
127,282
315,282
165,243
289,222
15,251
45,203
47,159
205,282
101,282
104,143
256,252
59,188
170,223
266,180
54,216
124,252
161,162
39,103
42,282
15,279
83,279
295,73
87,159
42,309
48,274
15,67
24,118
112,312
147,295
260,32
276,57
87,220
279,223
153,3
204,223
251,223
225,220
316,311
126,289
200,247
246,200
248,251
236,274
248,331
226,282
307,260
116,103
47,59
49,157
196,143
251,279
68,33
203,113
24,203
236,216
59,159
248,42
90,282
170,231
15,282
163,162
249,311
222,49
95,49
78,164
340,282
201,252
68,302
187,25
222,220
260,56
251,331
15,218
106,302
317,282
210,59
270,279
245,188
254,142
142,282
49,281
239,303
289,143
11,343
105,252
310,220
301,74
25,282
143,282
239,260
68,288
337,92
320,282
220,282
155,220
152,188
295,38
116,222
49,188
49,331
45,282
183,188
305,74
289,247
294,153
166,252
38,152
94,188
238,279
294,263
207,282
118,252
55,33
276,56
108,302
64,212
223,220
28,152
218,251
282,331
22,252
34,292
251,220
18,256
338,203
99,279
278,302
14,279
42,279
35,143
117,279
75,136
228,252
104,62
76,143
334,252
49,282
80,279
144,288
172,260
328,220
272,302
257,19
223,152
301,152
138,33
27,251
95,279
39,252
303,252
167,272
239,199
257,279
344,286
276,188
138,309
251,188
118,113
296,282
215,182
15,217
124,256
321,220
188,121
179,136
322,226
164,270
343,223
162,302
290,309
42,276
83,282
71,228
37,188
304,256
282,3
40,279
49,279
24,45
38,220
97,56
169,288
306,207
327,317
147,8
232,153
268,279
232,281
203,116
265,282
41,274
327,251
44,309
289,266
331,125
51,309
214,302
220,136
202,201
63,136
261,124
184,279
279,243
341,125
45,116
176,282
249,143
248,246
60,319
261,279
324,282
116,62
321,339
1,303
68,56
40,252
239,71
114,56
14,282
53,247
203,49
19,279
141,188
106,42
17,339
283,274
274,341
42,220
251,282
144,309
65,302
2,309
208,188
16,143
203,134
228,188
76,220
282,188
79,223
142,125
315,97
30,38
259,305
343,309
149,279
232,222
123,42
201,279
271,309
232,188
61,282
215,282
75,282
258,251
337,220
210,220
283,194
203,116
251,252
134,62
306,260
268,210
5,103
174,15
38,46
117,143
129,288
119,116
323,282
106,133
189,331
126,279
261,252
253,256
54,274
343,92
344,188
116,282
303,188
15,87
42,222
267,246
284,252
162,272
268,282
223,125
179,188
118,282
34,92
19,252
2,302
220,312
97,56
2,137
162,288
285,74
102,220
51,133
294,270
257,118
251,243
276,234
38,285
304,103
226,143
336,282
109,143
220,205
87,149
59,282
143,279
268,209
38,175
83,87
279,97
86,279
103,279
127,220
311,56
289,279
220,3
87,143
